Admin_Unit_Code,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,TaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Previously_Obs,Initial_Three_Min_Cnt
ANTI,ANTI-0183,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Brian Swimelar,1,7.5 - 10 min,Singing,<= 50 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,83867.0,GRSP,False,False,26.70000076,64.69999695,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False
ANTI,ANTI-0183,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,178309.0,85791.0,GCFL,False,False,26.70000076,64.69999695,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0183,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Brian Swimelar,1,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,26.70000076,64.69999695,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False
ANTI,ANTI-0183,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,False,Male,Chipping Sparrow,Spizella passerina,179435.0,84781.0,CHSP,False,False,26.70000076,64.69999695,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0183,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,26.70000076,64.69999695,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0183,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Brian Swimelar,1,0-2.5 min,Visualization,0,True,Undetermined,Common Grackle,Quiscalus quiscula,179104.0,94206.0,COGR,False,False,26.70000076,64.69999695,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0183,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Mockingbird,Mimus polyglottos,178620.0,88394.0,NOMO,False,False,26.70000076,64.69999695,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0183,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Brian Swimelar,1,2.5 - 5 min,Visualization,0,True,Undetermined,Common Grackle,Quiscalus quiscula,179104.0,94206.0,COGR,False,False,26.70000076,64.69999695,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False
ANTI,ANTI-0183,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Brian Swimelar,1,2.5 - 5 min,Visualization,0,True,Undetermined,Common Grackle,Quiscalus quiscula,179104.0,94206.0,COGR,False,False,26.70000076,64.69999695,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False
ANTI,ANTI-0183,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Brian Swimelar,1,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,26.70000076,64.69999695,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False
ANTI,ANTI-0183,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Brian Swimelar,1,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,26.70000076,64.69999695,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False
ANTI,ANTI-0183,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Brian Swimelar,1,5 - 7.5 min,Visualization,0,True,Undetermined,American Crow,Corvus brachyrhynchos,179731.0,87106.0,AMCR,False,False,26.70000076,64.69999695,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False
ANTI,ANTI-0103,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,83867.0,GRSP,False,False,15.60000038,72.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0103,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Cedar Waxwing,Bombycilla cedrorum,178532.0,88296.0,CEDW,False,False,15.60000038,72.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0103,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Tree Swallow,Tachycineta bicolor,178431.0,87391.0,TRES,False,False,15.60000038,72.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0103,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Gray Catbird,Dumetella carolinensis,178625.0,89977.0,GRCA,False,False,15.60000038,72.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0103,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Eastern Meadowlark,Sturnella magna,179034.0,93601.0,EAME,False,False,15.60000038,72.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0103,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Male,Blue Grosbeak,Guiraca caerulea,179145.0,94251.0,BLGR,False,True,15.60000038,72.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0103,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,15.60000038,72.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0103,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,2.5 - 5 min,Visualization,<= 50 Meters,False,Female,Eastern Bluebird,Sialia sialis,179801.0,87184.0,EABL,False,False,15.60000038,72.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False
ANTI,ANTI-0103,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,15.60000038,72.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0103,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,179853.0,88038.0,BGGN,False,False,15.60000038,72.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0103,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,15.60000038,72.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0103,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,2.5 - 5 min,Visualization,<= 50 Meters,False,Male,Eastern Bluebird,Sialia sialis,179801.0,87184.0,EABL,False,False,15.60000038,72.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False
ANTI,ANTI-0103,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Male,Eastern Meadowlark,Sturnella magna,179034.0,93601.0,EAME,False,False,15.60000038,72.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False
ANTI,ANTI-0103,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,83867.0,GRSP,False,False,15.60000038,72.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0089,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,14.10000038,79.90000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False
ANTI,ANTI-0089,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,7.5 - 10 min,Calling,<= 50 Meters,False,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,179853.0,88038.0,BGGN,False,False,14.10000038,79.90000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False
ANTI,ANTI-0089,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,7.5 - 10 min,Visualization,0,True,Undetermined,Wood Duck,Aix sponsa,175122.0,77836.0,WODU,False,False,14.10000038,79.90000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False
ANTI,ANTI-0089,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,14.10000038,79.90000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False
ANTI,ANTI-0089,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,83867.0,GRSP,False,False,14.10000038,79.90000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0089,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Visualization,50 - 100 Meters,False,Undetermined,Grasshopper Sparrow,Ammodramus savannarum,179333.0,83867.0,GRSP,False,False,14.10000038,79.90000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0089,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,14.10000038,79.90000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0089,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Song Sparrow,Melospiza melodia,179492.0,85643.0,SOSP,False,False,14.10000038,79.90000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0089,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,14.10000038,79.90000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0089,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,14.10000038,79.90000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0089,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,14.10000038,79.90000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0089,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,14.10000038,79.90000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0089,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Male,Song Sparrow,Melospiza melodia,179492.0,85643.0,SOSP,False,False,14.10000038,79.90000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False
ANTI,ANTI-0104,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,13.80000019,81.19999695,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True
ANTI,ANTI-0104,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,13.80000019,81.19999695,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True
ANTI,ANTI-0104,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,83867.0,GRSP,False,False,13.80000019,81.19999695,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True
ANTI,ANTI-0104,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,83867.0,GRSP,False,False,13.80000019,81.19999695,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True
ANTI,ANTI-0104,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,13.80000019,81.19999695,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True
ANTI,ANTI-0104,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Brown-headed Cowbird,Molothrus ater,179112.0,94215.0,BHCO,False,False,13.80000019,81.19999695,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True
ANTI,ANTI-0104,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,13.80000019,81.19999695,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False
ANTI,ANTI-0104,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,7.5 - 10 min,Visualization,0,True,Undetermined,European Starling,Sturnus vulgaris,179637.0,86204.0,EUST,False,False,13.80000019,81.19999695,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False
ANTI,ANTI-0104,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,7.5 - 10 min,Visualization,0,True,Undetermined,Eastern Bluebird,Sialia sialis,179801.0,87184.0,EABL,False,False,13.80000019,81.19999695,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False
ANTI,ANTI-0104,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,7.5 - 10 min,Visualization,0,True,Undetermined,Eastern Bluebird,Sialia sialis,179801.0,87184.0,EABL,False,False,13.80000019,81.19999695,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False
ANTI,ANTI-0076,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Song Sparrow,Melospiza melodia,179492.0,85643.0,SOSP,False,False,14.60000038,85.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True
ANTI,ANTI-0076,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957.0,ETTI,False,False,14.60000038,85.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False
ANTI,ANTI-0076,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,14.60000038,85.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False
ANTI,ANTI-0076,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,14.60000038,85.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False
ANTI,ANTI-0076,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,178309.0,85791.0,GCFL,False,False,14.60000038,85.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False
ANTI,ANTI-0076,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,14.60000038,85.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False
ANTI,ANTI-0076,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Mockingbird,Mimus polyglottos,178620.0,88394.0,NOMO,False,False,14.60000038,85.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True
ANTI,ANTI-0076,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865.0,RBWO,False,False,14.60000038,85.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True
ANTI,ANTI-0076,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Eastern Towhee,Pipilo erythrophthalmus,179276.0,83803.0,EATO,False,True,14.60000038,85.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True
ANTI,ANTI-0076,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,14.60000038,85.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True
ANTI,ANTI-0076,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,14.60000038,85.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True
ANTI,ANTI-0076,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Male,Chipping Sparrow,Spizella passerina,179435.0,84781.0,CHSP,False,False,14.60000038,85.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True
ANTI,ANTI-0076,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,14.60000038,85.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True
ANTI,ANTI-0077,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,14.30000019,81.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False
ANTI,ANTI-0077,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,2.5 - 5 min,Calling,50 - 100 Meters,False,Undetermined,American Goldfinch,Carduelis tristis,179236.0,95286.0,AMGO,False,False,14.30000019,81.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False
ANTI,ANTI-0077,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Kingbird,Tyrannus tyrannus,178279.0,85757.0,EAKI,False,False,14.30000019,81.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False
ANTI,ANTI-0077,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Pileated Woodpecker,Dryocopus pileatus,178166.0,84833.0,PIWO,False,False,14.30000019,81.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False
ANTI,ANTI-0077,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Male,Eastern Meadowlark,Sturnella magna,179034.0,93601.0,EAME,False,False,14.30000019,81.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False
ANTI,ANTI-0077,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Male,Eastern Towhee,Pipilo erythrophthalmus,179276.0,83803.0,EATO,False,True,14.30000019,81.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False
ANTI,ANTI-0077,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Male,Eastern Wood-Pewee,Contopus virens,178359.0,85846.0,EAWP,False,True,14.30000019,81.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False
ANTI,ANTI-0077,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,2.5 - 5 min,Calling,50 - 100 Meters,False,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,178309.0,85791.0,GCFL,False,False,14.30000019,81.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False
ANTI,ANTI-0077,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Cedar Waxwing,Bombycilla cedrorum,178532.0,88296.0,CEDW,False,False,14.30000019,81.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True
ANTI,ANTI-0077,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,83867.0,GRSP,False,False,14.30000019,81.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True
ANTI,ANTI-0077,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,14.30000019,81.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True
ANTI,ANTI-0077,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,14.30000019,81.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True
ANTI,ANTI-0077,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Eastern Towhee,Pipilo erythrophthalmus,179276.0,83803.0,EATO,False,True,14.30000019,81.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True
ANTI,ANTI-0077,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,14.30000019,81.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True
ANTI,ANTI-0077,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,179853.0,88038.0,BGGN,False,False,14.30000019,81.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True
ANTI,ANTI-0077,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,14.30000019,81.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True
ANTI,ANTI-0077,Grassland,2018,5/24/2018,1/0/1900,1/0/1900,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Chipping Sparrow,Spizella passerina,179435.0,84781.0,CHSP,False,False,14.30000019,81.30000305,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True
